Energy_kcal,Protein_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg
356.0,10.9,73.77,11.27,2.8,10.0,0.16,0.19,0.9,0.81,187.0,0.7,52.0,0.154,2.87,37.0,0.582,124.0,24.9,0.84
343.0,7.02,74.68,1.75,1.8,9.0,0.58,0.0,0.0,0.25,219.0,0.395,35.0,0.272,2.53,112.0,0.0,174.0,10.6,1.21
328.0,8.73,50.72,3.74,1.2,67.0,0.07,0.26,0.0,1.59,71.0,0.202,125.0,0.131,1.8,20.0,0.0,137.0,12.1,0.73
136.0,8.28,13.28,2.76,1.4,5.0,0.248,0.26,8.3,0.25,18.0,0.367,28.0,0.034,0.74,21.0,0.0,127.0,17.7,1.67
297.0,13.1,52.06,5.04,2.0,30.0,0.117,0.4,0.0,0.56,224.0,0.54,202.0,0.168,1.81,35.0,0.0,403.0,38.1,1.34
235.0,10.24,27.29,7.87,1.6,52.0,0.095,0.94,0.0,0.79,92.0,0.236,276.0,0.093,1.85,23.0,0.0,47.0,14.9,1.26
388.0,11.48,70.75,8.2,1.6,99.0,0.142,0.77,0.0,0.13,334.0,1.04,328.0,0.193,2.36,49.0,0.0,328.0,47.5,1.23
355.0,12.53,70.26,6.7,2.6,38.0,0.153,0.52,0.0,0.54,0.0,0.813,55.0,0.164,3.12,42.0,0.688,162.0,36.9,0.98
363.0,10.62,76.45,3.83,3.1,23.0,0.248,0.0,0.0,0.86,0.0,0.822,29.0,0.19,3.32,37.0,0.79,146.0,33.1,1.03
145.0,5.06,21.61,3.8,1.7,23.0,0.078,0.1,1.5,0.66,69.0,0.172,84.0,0.119,0.76,19.0,0.241,90.0,16.8,0.63
334.0,18.66,14.23,0.0,0.0,37.0,0.14,0.54,0.0,1.19,0.0,0.15,75.0,0.119,1.26,31.0,0.288,190.0,25.7,1.39
125.0,3.27,22.74,1.79,1.5,10.0,0.096,0.0,0.0,0.67,0.0,0.287,18.0,0.061,1.02,13.0,0.221,45.0,9.6,0.3
139.0,5.5,19.7,3.6,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.8,1.0,0.0,4.0,0.0,0.0
119.0,4.3,17.0,1.3,2.6,0.0,0.1,0.0,0.0,0.0,0.0,0.1,67.0,0.0,0.8,13.0,0.0,62.0,0.0,0.3
514.0,10.8,57.0,57.0,0.0,467.0,0.31,1.54,62.0,4.5,139.0,0.41,400.0,0.38,9.2,41.0,77.0,220.0,14.4,5.1
510.0,10.8,57.0,57.0,0.0,458.0,0.31,1.54,62.0,6.9,138.0,0.41,390.0,0.38,9.2,41.0,0.077,220.0,14.4,5.1
129.0,2.73,14.42,14.42,0.0,118.0,0.078,0.39,15.7,1.17,21.0,0.104,101.0,0.096,2.33,10.0,0.019,56.0,3.6,1.29
129.0,2.72,14.34,14.34,0.0,118.0,0.078,0.39,15.6,1.17,21.0,0.103,101.0,0.096,2.32,10.0,0.0,55.0,3.6,1.28
494.0,12.9,52.0,52.0,0.0,452.0,0.3,1.49,60.0,4.46,136.0,0.4,970.0,0.37,9.9,40.0,0.075,650.0,13.9,5.0
512.0,11.3,57.0,57.0,0.0,465.0,0.384,1.7,51.0,4.5,131.0,0.512,343.0,0.41,7.7,36.0,0.077,195.0,15.0,4.1
492.0,10.8,57.1,57.1,0.0,447.0,0.369,1.6,59.0,4.41,126.0,0.492,935.0,0.394,9.8,34.0,0.074,522.0,15.0,3.9
501.0,11.1,56.3,56.3,0.0,457.0,0.384,1.7,61.0,4.5,131.0,0.512,956.0,0.41,10.0,36.0,0.077,543.0,15.0,4.1
470.0,15.7,56.0,56.0,0.0,430.0,0.28,1.42,57.0,4.28,129.0,0.38,930.0,0.36,9.5,52.0,0.24,620.0,13.3,5.7
512.0,15.36,52.2,52.2,0.0,465.0,0.307,1.54,61.0,10.3,131.0,0.512,998.0,0.461,10.2,46.0,0.026,666.0,9.2,3.84
501.0,12.5,55.6,55.6,0.0,455.0,0.301,1.7,60.0,6.75,136.0,0.301,526.0,0.401,9.0,55.0,55.0,316.0,15.0,4.5
500.0,14.0,51.0,51.0,0.0,451.0,0.3,1.49,60.0,4.46,136.0,0.4,470.0,0.37,9.0,55.0,0.3,260.0,13.9,5.0
66.0,1.97,7.21,7.23,0.0,250.0,0.098,0.16,13.1,1.86,45.0,0.131,108.0,0.079,0.33,6.0,0.004,54.0,1.8,0.98
67.0,1.97,7.19,7.21,0.0,248.0,0.098,0.16,13.1,1.86,45.0,0.131,108.0,0.079,0.33,6.0,0.004,54.0,1.8,0.98
66.0,1.38,7.39,7.39,0.0,60.0,0.039,0.2,7.9,0.63,18.0,0.053,51.0,0.049,1.18,5.0,0.009,28.0,1.8,0.66
510.0,10.8,57.0,57.0,0.0,458.0,0.31,1.54,62.0,6.9,138.0,0.41,390.0,0.38,9.2,41.0,0.077,220.0,14.4,5.1
353.0,3.4,13.4,0.0,0.5,0.0,0.01,0.0,2.9,2.36,0.0,0.04,8.0,0.03,0.3,7.0,0.13,46.0,0.0,0.18
258.0,21.7,0.9,0.0,0.0,0.0,0.23,4.83,2.2,0.0,0.0,0.18,16.0,0.19,4.55,20.0,0.06,170.0,0.0,3.83
20.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0
155.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,7.2,0.0,0.0,162.0,0.0,0.0
130.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.023,17.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0
327.0,69.86,0.0,0.0,0.0,0.0,0.131,7.31,0.0,0.27,10.0,0.039,22.0,0.32,72.35,63.0,0.13,549.0,103.0,7.8
291.0,19.6,0.0,0.0,0.0,561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0
111.0,26.5,0.0,0.0,0.0,102.0,0.046,2.59,0.0,0.0,4.0,0.014,7.0,0.113,25.9,22.0,0.046,239.0,36.5,2.76
271.0,19.0,0.0,0.0,0.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.8,0.0,0.0,153.0,0.0,0.0
117.0,18.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0
900.0,0.0,0.0,0.0,0.0,694.0,0.0,0.0,0.0,8.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
52.0,0.84,9.84,3.65,3.2,5.0,0.039,0.0,4.7,0.91,11.0,0.06,5.0,0.222,0.21,4.0,0.287,11.0,0.0,0.15
82.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,236.0,0.0,4.6,0.0,0.0,287.0,0.0,0.0
44.0,0.7,10.4,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.03,15.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0
786.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,4.5,0.0,0.0,107.0,0.0,0.0
326.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,19.0,0.0,4.7,0.0,0.0,58.0,0.0,0.0
122.0,15.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15.7,0.0,0.0,282.0,0.0,0.0
41.0,3.8,4.8,0.0,0.1,0.0,0.06,0.0,1.5,0.0,0.0,0.02,7.0,0.03,0.2,5.0,0.08,12.0,0.0,0.1
260.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,6.0,0.0,2.8,0.0,0.0,150.0,0.0,0.0
83.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,121.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
51.0,2.4,8.6,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.05,18.0,0.0,0.7,0.0,0.0,35.0,0.0,0.0
79.0,13.5,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,30.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0
55.0,1.1,12.3,0.0,6.7,0.0,0.0,0.0,15.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0
55.0,0.4,12.2,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.02,26.0,0.0,0.4,0.0,0.0,21.0,0.0,0.0
97.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.09,12.0,0.0,0.4,0.0,0.0,3.0,0.0,0.0
44.0,3.0,6.3,0.0,6.0,0.0,0.0,0.0,99.0,0.0,0.0,0.04,13.0,0.0,2.1,0.0,0.0,166.0,0.0,0.0
63.0,11.3,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,161.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0
312.0,60.4,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,29.0,0.0,0.0,0.0,0.0,808.0,0.0,0.0
74.0,9.6,4.47,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.1,19.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0
489.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,684.0,0.0,0.0
37.0,0.4,8.7,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.01,15.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
79.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424.0,5.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,5.0,0.0,1.0,0.0,0.0,123.0,0.0,0.0
55.0,6.6,6.0,0.0,0.5,0.0,0.03,0.0,1.0,0.0,0.0,0.06,12.0,0.02,1.52,6.0,0.09,16.0,0.0,0.12
103.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.07,5.0,0.067,3.28,23.0,0.008,165.0,0.0,2.8
135.0,5.8,22.6,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0
155.0,24.38,3.43,0.0,0.0,0.0,0.91,71.0,22.6,0.0,0.0,0.196,7.0,2.789,6.77,20.0,0.413,429.0,0.0,6.07
81.0,3.9,16.1,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.01,22.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0
104.0,7.3,16.3,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.01,17.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0
56.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,35.0,0.37,4.9,0.0,0.021,158.0,0.0,1.43
351.0,82.6,0.0,0.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,49.6,0.0,0.0,784.0,0.0,0.0
110.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,10.0,0.0,12.9,0.0,0.0,198.0,0.0,0.0
899.0,0.56,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.28,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0
67.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,20.7,0.0,0.0,103.0,0.0,0.0
136.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.8,0.0,0.0,218.0,0.0,0.0
156.0,16.6,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,28.0,0.0,2.1,0.0,0.0,412.0,0.0,0.0
61.0,4.2,9.9,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0
159.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0
266.0,30.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,38.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0
150.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,60.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0
430.0,39.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,23.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0
156.0,16.6,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,28.0,0.0,2.6,0.0,0.0,412.0,0.0,0.0
84.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,30.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
142.0,28.4,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.14,5.0,0.0,19.6,0.0,0.0,238.0,0.0,0.0
116.0,18.6,2.9,0.0,0.0,4880.0,0.0,0.0,0.0,0.0,0.0,0.18,13.0,0.0,13.5,0.0,0.0,3.0,0.0,0.0
72.0,7.4,5.6,0.0,0.0,0.0,0.01,0.0,0.3,0.0,0.0,0.07,35.0,0.0,0.5,1.0,0.01,112.0,0.0,0.0
42.0,2.3,6.5,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.09,2.0,0.0,0.8,0.0,0.0,55.0,0.0,0.0
111.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,175.0,0.0,0.0
1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.01,2.0,0.02,0.08,1.0,0.04,0.0,0.0,0.04
251.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,43.0,0.0,0.0,415.0,0.0,0.0
116.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0
199.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,18.0,0.0,9.4,0.0,0.0,122.0,0.0,0.0
282.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,9.4,0.0,0.0,125.0,0.0,0.0
125.0,21.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,14.4,0.0,0.0,208.0,0.0,0.0
900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5.0,0.0,0.0
465.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,5.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0
900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.0,11.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,53.0,0.0,8.6,0.0,0.0,297.0,0.0,0.0
131.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.072,0.29,33.0,0.0,280.0,0.0,0.99
107.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,242.0,0.0,0.0
592.0,2.6,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,58.0,0.0,0.0
122.0,6.1,20.7,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,130.0,0.0,2.6,0.0,0.0,126.0,0.0,0.0
54.0,0.66,11.74,0.19,1.1,0.0,0.049,0.0,0.0,0.0,0.0,0.02,96.0,0.048,2.92,20.0,0.305,39.0,0.9,0.76
398.0,10.4,76.93,1.81,8.7,0.0,0.593,0.0,0.0,0.73,0.0,0.285,5.0,0.218,2.91,133.0,0.758,354.0,11.8,2.91
21.0,0.84,4.06,3.36,0.3,0.0,0.05,0.0,8.1,0.0,0.0,0.02,13.0,0.035,0.21,10.0,0.036,9.0,0.4,0.14
44.0,0.81,8.68,2.6,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.02,7.0,0.019,0.95,9.0,0.074,23.0,0.0,0.19
386.0,9.88,74.93,5.38,0.0,0.0,0.372,0.0,0.0,0.0,0.0,0.2,15.0,0.195,1.92,124.0,0.848,337.0,0.0,3.05
386.0,9.72,75.2,6.47,16.6,0.0,0.289,0.0,0.0,0.0,0.0,0.08,14.0,0.231,2.29,123.0,0.926,312.0,0.0,3.15
398.0,10.99,77.14,1.46,10.4,0.0,0.583,0.0,0.0,0.37,32.0,0.31,11.0,0.219,3.79,125.0,0.646,280.0,0.0,3.24
384.0,9.85,72.9,1.56,9.4,0.0,0.59,0.0,0.0,0.37,34.0,0.3,6.0,0.242,2.99,107.0,0.641,225.0,6.0,3.1
26.0,0.52,5.64,3.54,0.0,0.0,0.058,0.0,4.5,0.0,0.0,0.02,9.0,0.017,0.17,10.0,0.027,12.0,0.0,0.07
16.0,0.31,3.22,2.02,1.5,0.0,0.033,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195.0,4.29,39.47,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,5.0,0.095,1.11,55.0,0.303,164.0,11.9,1.46
234.0,33.43,0.08,0.0,0.0,0.0,0.377,4.44,0.0,0.8,0.0,0.06,10.0,0.062,4.76,31.0,0.033,272.0,38.0,5.93
330.0,6.69,48.26,2.03,0.0,0.0,0.038,0.0,0.0,0.0,196.0,0.43,57.0,0.091,4.04,18.0,0.297,123.0,18.6,0.35
237.0,7.28,49.94,2.75,2.4,0.0,0.06,0.0,0.0,0.19,159.0,0.37,70.0,0.102,3.81,19.0,0.268,146.0,16.6,0.32
101.0,8.71,8.03,0.21,0.0,0.0,0.041,0.82,0.0,0.37,0.0,0.065,14.0,0.053,1.79,8.0,0.064,63.0,10.2,1.85
83.0,6.71,9.38,0.11,2.0,0.0,0.091,0.64,0.0,0.37,0.0,0.03,8.0,0.047,0.81,20.0,0.089,82.0,4.1,1.19
103.0,8.62,7.27,0.61,1.7,0.0,0.108,1.16,0.0,0.37,0.0,0.03,38.0,0.063,1.21,21.0,0.087,111.0,8.4,1.87
153.0,6.28,18.12,0.99,3.1,0.0,0.143,0.54,1.7,0.0,0.0,0.05,29.0,0.063,1.22,22.0,0.174,99.0,6.0,1.48
112.0,8.82,10.8,0.51,2.3,0.0,0.12,0.0,0.0,0.0,0.0,0.03,22.0,0.075,1.1,24.0,0.102,107.0,5.0,1.55
116.0,20.53,1.81,0.0,0.0,47.0,0.39,1.78,0.0,1.9,15.0,0.066,20.0,0.042,0.27,26.0,0.011,244.0,51.1,0.61
140.0,22.56,0.0,0.0,0.0,30.0,0.225,8.52,0.0,0.81,13.0,0.152,5.0,0.051,0.55,28.0,0.0,240.0,27.6,0.41
153.0,21.94,0.0,0.0,0.0,58.0,0.282,7.82,0.0,1.25,11.0,0.253,7.0,0.052,0.53,27.0,0.014,240.0,29.9,0.52
116.0,20.69,0.0,0.0,0.0,32.0,0.189,8.08,0.0,0.49,18.0,0.156,7.0,0.137,0.56,26.0,0.03,230.0,39.7,0.54
187.0,20.25,0.0,0.0,0.0,136.0,0.271,7.38,0.0,1.49,0.0,0.161,42.0,0.0,0.79,24.0,0.0,208.0,31.0,0.52
47.0,0.85,10.05,3.66,1.9,50.0,0.078,0.0,9.2,1.61,17.0,0.041,13.0,0.03,0.4,15.0,1.1,27.0,0.0,0.28
61.0,1.22,12.31,6.46,2.6,6.0,0.026,0.0,18.3,1.69,33.0,0.067,13.0,0.03,0.37,7.0,2.0,29.0,0.0,0.2
894.0,0.0,0.0,0.0,0.0,1044.0,0.0,0.0,0.0,6.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0
161.0,27.31,0.0,0.0,0.0,65.0,0.103,4.91,0.0,0.61,7.0,0.015,28.0,0.148,1.9,32.0,0.037,260.0,40.3,0.66
104.0,14.66,4.89,0.0,0.0,91.0,0.159,56.4,12.0,2.68,53.0,0.088,46.0,0.22,5.95,30.0,0.22,306.0,92.8,2.1
255.0,52.06,0.0,0.0,0.0,52.0,0.62,7.16,0.0,0.09,3.0,0.333,14.0,0.6,11.0,60.0,0.099,480.0,30.5,9.4
271.0,59.38,0.0,0.0,0.0,11.0,0.499,15.1,0.0,0.07,8.0,0.312,14.0,0.78,11.0,62.0,0.11,550.0,36.8,9.4
122.0,22.63,0.0,0.0,0.0,94.0,0.351,7.05,0.0,0.69,4.0,0.442,5.0,0.27,4.1,26.0,0.037,230.0,12.5,2.1
367.0,35.31,0.0,0.0,0.0,0.0,0.091,5.85,0.0,0.55,11.0,0.011,7.0,0.27,17.0,29.0,0.037,240.0,90.8,3.1
371.0,62.44,0.0,0.0,0.0,39.0,0.365,18.4,0.0,0.66,11.0,0.053,810.0,0.18,4.1,85.0,0.23,1040.0,113.0,5.0
206.0,35.19,0.0,0.0,0.0,19.0,0.182,7.43,0.0,0.45,4.0,0.021,69.0,0.148,1.5,39.0,0.051,350.0,44.8,1.1
141.0,24.5,0.0,0.0,0.0,15.0,0.287,4.98,0.0,0.44,6.0,0.094,54.0,0.148,0.49,31.0,0.037,280.0,33.5,0.75
209.0,23.19,0.0,0.0,0.0,12.0,0.378,3.65,0.0,0.42,3.0,0.043,55.0,0.148,0.55,29.0,0.037,270.0,30.5,0.77
115.0,22.25,0.0,0.0,0.0,0.0,0.162,5.9,0.0,0.44,9.0,0.041,140.0,0.148,0.5,25.0,0.037,300.0,42.3,0.6
186.0,23.63,0.0,0.0,0.0,195.0,0.0,0.0,0.0,0.27,0.0,0.0,4.0,0.148,17.0,17.0,0.037,140.0,0.0,2.6
378.0,62.09,0.0,0.0,0.0,16.0,0.681,28.6,0.0,0.82,12.0,0.356,155.0,0.254,2.2,68.0,0.071,650.0,103.8,1.4
143.0,29.45,0.0,0.0,0.0,0.0,0.782,4.25,0.0,0.79,1.0,0.175,5.0,0.204,9.06,26.0,0.043,236.0,23.5,7.79
97.0,20.14,0.0,0.0,0.0,0.0,0.63,3.45,0.0,0.0,0.0,0.18,4.0,0.159,7.17,22.0,0.038,196.0,14.3,5.82
97.0,21.44,0.0,0.0,0.0,0.0,0.78,1.15,0.0,0.0,0.0,0.153,3.0,0.117,2.61,22.0,0.011,200.0,7.0,3.0
270.0,62.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,9.0,0.31,33.0,62.0,0.037,510.0,0.0,5.0
146.0,32.51,0.0,0.0,0.0,0.0,0.794,1.67,0.0,0.59,8.0,0.169,4.0,0.189,3.76,27.0,0.011,246.0,10.5,5.06
98.0,19.74,0.0,0.0,0.0,0.0,0.893,1.77,0.0,0.0,0.0,0.159,4.0,0.144,2.27,24.0,0.011,215.0,15.8,4.16
148.0,30.56,0.0,0.0,0.0,0.0,0.914,1.95,0.0,0.47,1.0,0.164,4.0,0.154,2.68,26.0,0.016,236.0,20.5,4.8
156.0,2.89,33.88,14.22,17.0,2.0,0.193,0.0,0.7,0.75,10.0,0.029,40.0,0.068,0.4,21.0,0.192,45.0,1.7,0.19
382.0,77.27,0.0,0.0,0.0,64.0,0.0,22.4,0.0,2.41,0.0,0.0,85.0,0.217,2.96,84.0,0.079,976.0,105.0,1.79
159.0,21.11,0.0,0.0,0.0,20.0,0.0,5.79,0.0,2.15,0.0,0.0,30.0,0.058,0.64,25.0,0.011,249.0,26.0,0.57
95.0,6.81,9.22,0.34,0.7,0.0,0.055,0.68,0.0,0.3,44.0,0.175,14.0,0.03,1.0,12.0,0.14,62.0,8.3,1.6
419.0,14.48,66.27,21.32,20.5,13.0,1.11,0.0,0.0,0.44,0.0,0.261,25.0,0.293,2.61,149.0,0.9,344.0,56.5,3.06
386.0,56.19,0.0,0.0,0.0,139.0,0.176,19.1,0.0,4.51,0.0,0.073,1600.0,0.148,5.4,89.0,0.72,1400.0,194.0,6.7
309.0,8.38,46.01,1.54,1.7,0.0,0.068,0.0,0.0,0.09,177.0,0.531,52.0,0.096,3.43,19.0,0.405,112.0,6.5,0.47
224.0,7.91,29.35,1.79,1.5,0.0,0.214,0.23,0.0,0.2,0.0,0.277,27.0,0.066,1.8,22.0,0.31,82.0,11.3,0.88
258.0,9.0,53.26,3.01,2.6,0.0,0.059,0.0,0.0,0.07,252.0,0.69,67.0,0.03,3.4,28.0,0.48,160.0,15.5,0.53
113.0,22.13,0.0,0.0,0.0,48.0,0.266,2.55,0.0,1.05,0.0,0.083,33.0,0.041,0.36,29.0,0.011,275.0,60.6,0.75
345.0,60.62,0.0,0.0,0.0,31.0,0.816,18.1,0.0,1.2,9.0,0.494,58.0,0.148,1.06,58.0,0.051,650.0,76.0,1.14
68.0,0.52,16.23,2.58,6.6,2.0,0.055,0.0,4.0,0.23,7.0,0.029,417.0,0.138,1.8,55.0,0.094,7.0,0.4,0.15
135.0,0.99,32.0,20.87,10.6,6.0,0.087,0.0,0.3,0.36,3.0,0.012,460.0,0.112,3.55,39.0,0.142,9.0,0.2,0.25
341.0,1.71,81.98,50.7,15.6,1.0,0.216,0.0,0.3,0.76,7.0,0.021,770.0,0.189,3.64,207.0,0.337,37.0,0.6,12.1
25.0,1.18,5.14,0.22,4.5,1.0,0.123,0.0,0.7,0.0,0.0,0.023,54.0,0.041,0.91,63.0,0.76,45.0,0.6,0.24
47.0,4.21,6.96,0.0,6.3,98.0,0.184,0.0,0.0,0.0,0.0,0.029,366.0,0.12,1.16,163.0,1.49,63.0,1.1,0.72
48.0,4.06,7.47,0.0,5.2,194.0,0.232,0.0,4.9,0.0,0.0,0.047,349.0,0.1,1.15,164.0,1.56,56.0,0.0,0.61
42.0,0.12,10.17,1.02,5.3,0.0,0.079,0.0,11.0,0.0,0.0,0.008,180.0,0.019,0.2,69.0,0.583,11.0,0.1,0.14
91.0,0.39,21.57,0.0,0.0,0.0,0.146,0.0,6.2,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156.0,2.62,35.67,0.82,8.0,0.0,0.47,0.0,5.5,0.0,0.0,0.178,130.0,0.053,1.27,63.0,0.266,31.0,14.7,0.37
129.0,1.64,29.99,4.74,7.2,0.0,0.379,0.0,2.0,0.0,0.0,0.126,103.0,0.038,0.95,49.0,0.209,20.0,0.0,0.28
